,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Neighborhood_rich,YrSoldBuket,YearBuiltBuket,GarageYrBltBuket,hasPool,has3SsnPorch,hasEnclosedPorch,hasGarage,isMasVnrAreaZero,hasOpenPorchSF,hasWoodDeckSF,isBsmtUnfSFZero,is2ndFlrSFZero,hasBsmtFinSF1,hasTotalBsmtSF,hasGarageArea,isOverallQualPool,SalePrice
294,20,RL,4.39444915467,9.1696225387,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3,3,1,6,1285.0,1,0.0,131.0,1416.0,GasA,3,1,SBrkr,7.4054956632,0,0,7.4054956632,1.0,0.0,1,0,3,1,3,7,Typ,2,4,Attchd,1953.0,3,2.0,418.0,3,3,2,4.70953020131,0.0,0,0,0,0,0,0,NA,0,10,2009,WD,Normal,0,7,5,2,0,0,0,1,1,0,1,1,0,1,1,1,0,12.0257550794
295,80,RL,3.63758615973,8.97941663334,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,6,819.0,1,0.0,184.0,1003.0,GasA,3,1,SBrkr,6.91174730025,0,0,6.91174730025,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1984.0,1,2.0,588.0,3,3,2,4.7957905456,0.0,0,0,0,0,0,4,NA,0,3,2006,WD,Normal,0,0,8,3,0,0,0,1,0,0,1,1,0,1,1,1,0,11.8671042962
296,50,RM,4.33073334029,9.52595370936,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,420.0,1,0.0,490.0,910.0,GasA,3,1,FuseA,6.81454289726,648,0,7.35179986906,0.0,0.0,1,1,4,1,3,6,Typ,0,0,Attchd,1950.0,1,1.0,282.0,3,3,2,5.66988092298,0.0,0,0,0,0,0,3,NA,0,6,2007,WD,Normal,0,2,5,2,0,0,0,1,0,0,1,1,1,1,1,1,0,11.9316423788
297,60,FV,4.20469261939,8.90923527919,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,4,3,PConc,4,3,1,4,649.0,1,0.0,326.0,975.0,GasA,5,1,SBrkr,6.88346258641,975,0,7.57609734062,0.0,0.0,2,1,3,1,4,7,Typ,1,3,Detchd,1997.0,2,2.0,576.0,3,3,2,0.0,2.3978952728,0,0,198,0,0,0,NA,0,6,2007,WD,Normal,0,2,9,3,0,0,0,1,1,1,0,1,1,1,1,1,0,12.384223015
298,60,RL,4.51085950652,9.36742958722,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,4,3,CBlock,3,3,1,5,384.0,3,175.0,143.0,702.0,GasA,4,1,SBrkr,6.94889722231,702,0,7.46393660447,0.0,1.0,1,2,3,1,3,7,Typ,1,4,Attchd,1968.0,1,2.0,539.0,3,3,2,5.4161004022,0.0,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,0,2,6,2,0,0,0,1,1,0,1,1,1,1,1,1,0,12.0725469672
299,20,RL,4.39444915467,9.54688403462,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,1092.0,1092.0,GasA,5,1,SBrkr,7.05012252027,0,0,7.05012252027,0.0,1.0,1,0,3,1,4,6,Typ,1,4,Attchd,1950.0,1,1.0,300.0,3,3,2,0.0,3.61091791264,0,0,0,0,0,4,NA,0,8,2009,WD,Family,0,7,5,2,0,0,0,1,0,1,0,1,0,0,1,1,0,11.9735161814
300,190,RL,4.51085950652,9.6646591343,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3,3,2,4,841.0,1,0.0,324.0,1165.0,GasA,3,1,SBrkr,7.1981835771,0,0,7.1981835771,1.0,0.0,1,0,2,1,3,5,Typ,2,4,Attchd,1953.0,1,1.0,375.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,6,2006,WD,Normal,0,0,5,2,0,0,0,1,1,0,0,1,0,1,1,1,0,11.9640074537
301,60,RL,4.20469261939,9.69443180054,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,281.0,1,0.0,747.0,1028.0,GasA,5,1,SBrkr,7.09920174355,1242,0,7.80506704426,0.0,0.0,2,1,4,1,4,9,Typ,1,3,BuiltIn,1998.0,3,2.0,683.0,3,3,2,5.34233425196,3.93182563272,0,0,0,0,0,0,NA,0,5,2007,WD,Normal,0,2,9,3,0,0,0,1,0,1,1,1,1,1,1,1,0,12.4950076827
302,20,RL,4.77912349311,9.52551600874,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1541.0,1541.0,GasA,5,1,SBrkr,7.34083555412,0,0,7.34083555412,0.0,0.0,2,0,3,1,4,6,Typ,1,3,Attchd,2001.0,2,3.0,843.0,3,3,2,6.15060276845,4.40671924726,0,0,0,0,0,0,NA,0,1,2006,WD,Normal,0,0,9,3,0,0,0,1,1,1,1,1,0,0,1,1,0,12.2307701362
303,20,RL,4.26267987704,9.19023970027,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,5,894.0,1,0.0,0.0,894.0,GasA,3,1,SBrkr,6.79682371827,0,0,6.79682371827,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1975.0,1,2.0,552.0,3,3,2,5.5490760849,0.0,0,0,0,0,0,2,NA,0,7,2006,WD,Abnorml,0,0,7,3,0,0,0,1,0,0,1,0,0,1,1,1,0,11.9177303552
304,75,RM,4.47733681448,9.81939917215,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1470.0,1470.0,GasA,5,1,SBrkr,7.42416528104,1818,0,8.15880249069,0.0,0.0,3,0,3,1,4,10,Typ,1,5,Attchd,2003.0,1,3.0,870.0,3,3,2,5.71373280551,0.0,0,0,0,0,0,0,NA,0,5,2008,WD,Normal,0,4,0,3,0,0,0,1,0,0,1,1,1,0,1,1,0,12.5947340251
305,20,RL,4.39444915467,9.24831030323,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4,3,PConc,4,3,1,6,1464.0,1,0.0,536.0,2000.0,GasA,5,1,SBrkr,7.60140233458,0,0,7.60140233458,1.0,0.0,2,0,3,1,4,8,Typ,0,0,Attchd,2004.0,3,3.0,888.0,3,3,2,5.12989871492,0.0,0,0,0,0,0,0,NA,0,7,2007,WD,Normal,0,2,9,3,0,0,0,1,1,0,1,1,0,1,1,1,0,12.6310167992
306,60,RL,4.7621739348,9.50859139578,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,4,3,CBlock,4,3,1,5,700.0,1,0.0,0.0,700.0,GasA,4,1,SBrkr,7.02375895474,1121,0,7.71601526664,1.0,0.0,2,1,4,1,4,8,Typ,1,3,Attchd,1990.0,2,3.0,746.0,3,3,2,4.85203026392,3.80666248977,224,0,0,0,0,0,NA,0,6,2007,WD,Normal,0,2,8,3,0,0,1,1,1,1,1,0,1,1,1,1,0,12.3238601256
307,50,RM,4.11087386417,8.97727273946,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,319.0,319.0,GasA,3,1,FuseA,6.94312242282,371,0,7.24921505711,0.0,0.0,1,0,3,1,2,6,Typ,0,0,NA,1920.0,0,0.0,0.0,0,0,0,0.0,4.97673374242,0,0,0,0,0,3,NA,0,3,2008,WD,Normal,0,4,3,1,0,0,0,0,0,1,0,1,1,0,1,0,0,11.4020050774
308,30,RL,4.18965474203,9.42084437974,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,262.0,1,0.0,599.0,861.0,GasA,5,1,SBrkr,6.75925527066,0,0,6.75925527066,0.0,0.0,1,0,1,1,3,4,Typ,0,0,Detchd,1961.0,1,2.0,539.0,3,3,2,5.06890420222,0.0,0,0,0,0,0,0,NA,0,3,2009,WD,Normal,0,7,4,2,0,0,0,1,0,0,1,1,0,1,1,1,0,11.3205656935
309,20,RL,4.51085950652,9.42375676753,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,4,6,1274.0,1,0.0,622.0,1896.0,GasA,5,1,SBrkr,7.57301725605,0,0,7.57301725605,1.0,0.0,2,0,3,1,5,8,Typ,3,5,Attchd,2003.0,3,3.0,708.0,3,3,2,5.34233425196,5.17048399504,0,0,0,0,0,0,NA,0,11,2006,WD,Normal,1,0,9,3,0,0,0,1,0,1,1,1,0,1,1,1,0,12.7938620882
310,60,RL,4.1743872699,8.94715577112,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,1,5,518.0,1,0.0,179.0,697.0,GasA,4,1,SBrkr,6.54821910276,804,0,7.31455283232,0.0,0.0,2,1,3,1,4,6,Typ,1,3,Attchd,1993.0,3,2.0,420.0,3,3,2,5.25227342805,4.15888308336,0,0,0,0,0,0,NA,0,5,2006,WD,Normal,0,0,8,3,0,0,0,1,1,1,1,1,1,1,1,1,0,12.0173365596
311,20,RL,3.93182563272,8.98732181285,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,680.0,1,0.0,292.0,972.0,GasA,5,1,SBrkr,6.88038408219,0,0,6.88038408219,1.0,0.0,1,0,2,1,3,5,Typ,1,4,Detchd,1948.0,1,1.0,240.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,5,2009,WD,Normal,0,7,5,2,0,0,0,1,0,0,0,1,0,1,1,1,0,11.7905647773
312,190,RM,4.18965474203,8.96200720959,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,2,3,507.0,1,0.0,286.0,793.0,GasA,3,1,SBrkr,6.67708346125,325,0,7.02019070831,1.0,0.0,1,0,3,1,3,5,Typ,1,4,Detchd,1939.0,1,2.0,410.0,3,3,2,0.0,0.0,0,0,271,0,0,3,NA,0,5,2006,WD,Normal,0,0,4,1,0,0,0,1,0,0,0,1,1,1,1,1,0,11.6944216813
313,20,RL,5.01727983681,12.2795368391,Pave,NA,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,4,3,4,5,1236.0,3,820.0,80.0,2136.0,GasW,3,1,SBrkr,7.61923341623,0,0,7.61923341623,2.0,0.0,2,0,3,1,3,8,Typ,2,4,Attchd,1965.0,2,2.0,513.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,0,7,6,2,0,0,0,1,0,0,0,1,0,1,1,1,0,12.8346839716
314,70,RM,4.11087386417,9.1696225387,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,4,1,2,16.0,1,0.0,712.0,728.0,GasA,5,1,SBrkr,6.72503364217,809,0,7.40367029001,0.0,1.0,1,1,3,1,5,6,Typ,1,4,Detchd,1925.0,1,2.0,546.0,2,3,2,0.0,0.0,234,0,0,0,0,0,NA,0,8,2006,WD,Normal,0,0,3,1,0,0,1,1,0,0,0,1,1,1,1,1,0,12.0895444472
315,60,RL,4.27666611902,8.96136606063,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,425.0,1,0.0,291.0,716.0,GasA,5,1,SBrkr,6.5750758406,716,0,7.26752542783,1.0,0.0,2,1,3,1,4,6,Typ,1,4,Attchd,2004.0,3,2.0,432.0,3,3,2,4.61512051684,3.95124371858,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,0,7,9,3,0,0,0,1,0,1,1,1,1,1,1,1,0,12.1468585909
316,60,RL,4.5538768916,9.47316606843,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,4,3,CBlock,4,3,1,6,692.0,1,0.0,153.0,845.0,GasA,3,1,SBrkr,7.05098944707,1200,0,7.76387128782,1.0,0.0,2,1,4,1,5,10,Typ,1,3,Attchd,1983.0,2,2.0,484.0,3,3,2,5.66642668811,5.27811465923,0,0,0,0,0,4,NA,0,8,2009,WD,Normal,0,7,7,3,0,0,0,1,1,1,1,1,1,1,1,1,0,12.4684407561
317,60,FV,4.33073334029,9.10509096126,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1088.0,1088.0,GasA,5,1,SBrkr,6.99301512293,871,0,7.58069975222,0.0,0.0,2,1,3,1,4,8,Typ,1,4,Attchd,2006.0,2,3.0,1025.0,3,3,2,5.34233425196,3.85014760171,0,0,0,0,0,0,NA,0,12,2007,WD,Normal,0,2,9,3,0,0,0,1,0,1,1,1,1,0,1,1,0,12.5061809417
318,60,RL,4.51085950652,9.20039104112,Pave,NA,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4,3,4,6,987.0,1,0.0,360.0,1347.0,GasA,5,1,SBrkr,7.22475340577,1274,0,7.88118220223,1.0,0.0,2,1,4,1,4,9,Typ,1,3,Attchd,1993.0,2,3.0,656.0,3,3,2,5.83188247728,4.11087386417,144,0,0,0,0,0,NA,0,4,2009,WD,Normal,1,7,8,3,0,0,1,1,1,1,1,1,1,1,1,1,0,12.4684407561
319,80,RL,4.39444915467,9.5550641848,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,3,CBlock,4,3,3,6,1036.0,1,0.0,336.0,1372.0,GasA,3,1,SBrkr,7.29505641646,0,0,7.29505641646,1.0,0.0,2,0,3,1,3,6,Typ,2,3,Attchd,1980.0,1,2.0,588.0,3,3,2,5.45532111536,3.89182029811,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,0,7,7,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.1415394577
320,60,RL,4.7184988713,9.6964633831,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,5,4,3,1,0.0,1,0.0,1249.0,1249.0,GasA,5,1,SBrkr,7.1308988303,1347,0,7.86211221166,0.0,0.0,3,1,4,1,4,9,Typ,0,0,Attchd,2006.0,2,3.0,840.0,3,3,2,5.48479693349,5.04342511692,0,0,0,0,0,0,NA,0,9,2006,New,Partial,1,0,9,3,0,0,0,1,1,1,1,1,1,0,1,1,0,12.7444472863
321,60,RL,4.60517018599,9.40096073158,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4,3,PConc,5,3,3,6,970.0,1,0.0,166.0,1136.0,GasA,5,1,SBrkr,7.03614849375,1332,0,7.81156848935,1.0,0.0,2,1,4,1,4,10,Typ,1,4,BuiltIn,2004.0,3,3.0,872.0,3,3,2,5.22035582508,5.04342511692,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,1,2,9,3,0,0,0,1,1,1,1,1,1,1,1,1,0,12.777055017
322,60,RL,4.46590811865,9.24773249119,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4,3,CBlock,3,3,4,2,28.0,5,1474.0,0.0,1502.0,GasA,5,1,SBrkr,7.34858753093,1177,0,7.91242312147,1.0,0.0,2,1,4,1,4,8,Typ,1,3,Attchd,1987.0,3,2.0,576.0,3,3,2,5.3082676974,4.5747109785,0,0,0,0,0,3,NA,0,8,2007,WD,Normal,0,2,8,3,0,0,0,1,1,1,1,0,1,1,1,1,0,12.614868866
323,20,RM,3.91202300543,8.66922734727,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,256.0,1,0.0,906.0,1162.0,GasA,5,1,SBrkr,7.05961762829,0,0,7.05961762829,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1955.0,1,1.0,220.0,2,3,2,4.96284463026,4.59511985013,0,0,0,0,0,0,NA,0,7,2006,WD,Normal,0,0,6,2,0,0,0,1,0,1,1,1,0,1,1,1,0,11.7454330367
324,80,RL,4.5747109785,9.33043185223,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,4,4,CBlock,4,3,1,1,0.0,1,0.0,710.0,710.0,GasA,5,1,SBrkr,7.54908271081,1080,0,7.99934295271,0.0,0.0,2,1,5,1,4,11,Typ,1,4,BuiltIn,1961.0,3,2.0,564.0,3,3,2,5.48479693349,0.0,0,0,0,0,0,0,NA,0,6,2010,WD,Normal,0,9,6,2,0,0,0,1,1,0,1,1,1,0,1,1,0,12.3966971374
325,45,RM,3.93182563272,8.51739317142,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,4,116.0,1,0.0,604.0,720.0,GasA,1,0,FuseF,6.68959926918,0,0,6.68959926918,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1941.0,1,2.0,360.0,3,3,2,0.0,0.0,244,0,0,0,0,0,NA,0,12,2007,WD,Normal,0,2,4,2,0,0,1,1,0,0,0,1,0,1,1,1,0,11.3736748918
326,120,RL,3.49650756147,9.29164382304,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,4,6,1619.0,1,0.0,100.0,1719.0,GasA,5,1,SBrkr,7.45007956981,0,0,7.45007956981,2.0,0.0,1,1,1,1,4,6,Typ,2,4,Attchd,1993.0,3,2.0,473.0,3,3,2,4.81218435537,3.43398720449,0,0,0,0,0,0,NA,0,5,2008,Con,Normal,0,4,8,3,0,0,0,1,0,1,1,1,0,1,1,1,0,12.6885018812
327,20,RL,4.39444915467,9.35884658028,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,3,3,CBlock,3,3,1,3,565.0,1,0.0,818.0,1383.0,GasA,3,1,SBrkr,7.23273313618,0,0,7.23273313618,0.0,0.0,1,1,3,1,3,7,Typ,0,0,Attchd,1960.0,2,1.0,292.0,3,3,2,0.0,3.82864139649,0,0,0,0,0,0,NA,0,4,2006,WD,Normal,0,0,6,2,0,0,0,1,1,1,0,1,0,1,1,1,0,11.8862185594
328,75,RL,3.95124371858,9.38336888186,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,844.0,844.0,GasA,4,0,FuseA,7.27655640272,689,0,7.66622192566,0.0,0.0,2,0,5,1,4,10,Typ,0,0,Detchd,1930.0,1,2.0,441.0,3,3,2,0.0,4.11087386417,268,0,0,0,0,0,NA,0,7,2009,WD,Normal,0,7,3,1,0,0,1,1,0,1,0,1,1,0,1,1,0,12.2760696793
329,70,RM,4.11087386417,8.76452190952,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,2,1,0.0,1,0.0,596.0,596.0,GasA,3,0,SBrkr,6.39191711339,596,0,7.0842264221,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1920.0,1,1.0,189.0,2,2,0,0.0,0.0,137,0,0,0,0,2,NA,0,7,2009,WD,Normal,0,7,3,1,0,0,1,1,0,0,0,1,1,0,1,1,0,11.2644769261
330,90,RL,4.3040650932,9.27096499379,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,3,3,CBlock,3,3,1,6,40.0,3,264.0,1424.0,1728.0,GasA,3,1,SBrkr,7.45529848568,0,0,7.45529848568,0.0,1.0,2,0,6,2,3,10,Typ,0,0,Detchd,2002.0,1,1.0,352.0,3,3,2,5.04985600725,0.0,0,0,0,0,0,0,NA,0,11,2007,WD,Normal,0,2,6,3,0,0,0,1,1,0,1,1,0,1,1,1,0,11.6868871754
331,20,RL,4.26267987704,9.00908061416,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,846.0,1,0.0,210.0,1056.0,GasA,2,1,SBrkr,6.96318998587,0,0,6.96318998587,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1958.0,2,1.0,308.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,8,2007,WD,Normal,0,2,6,2,0,0,0,1,0,0,0,1,0,1,1,1,0,11.8422364063
332,20,RL,4.45434729625,9.27387839278,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4,3,1,6,1124.0,5,479.0,1603.0,3206.0,GasA,5,1,SBrkr,7.3963352938,0,0,7.3963352938,1.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2003.0,2,3.0,880.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,10,2009,WD,Normal,1,7,9,3,0,0,0,1,1,0,0,1,0,1,1,1,0,12.5567330383
333,120,RM,4.09434456222,9.0117674746,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,4,3,3,6,720.0,1,0.0,638.0,1358.0,GasA,5,1,SBrkr,7.21450441415,0,0,7.21450441415,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2004.0,2,2.0,484.0,3,3,2,5.2626901889,3.43398720449,0,0,0,0,0,0,NA,0,7,2008,WD,Normal,1,4,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.2404789032
334,60,RL,4.09434456222,9.10974625674,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,4,6,828.0,1,0.0,115.0,943.0,GasA,4,1,SBrkr,6.85012616615,695,0,7.40184157874,1.0,0.0,2,1,3,1,3,7,Typ,2,3,Attchd,1998.0,3,2.0,472.0,3,3,2,4.61512051684,3.66356164613,0,0,0,0,0,0,NA,0,7,2008,WD,Normal,0,4,9,3,0,0,0,1,0,1,1,1,1,1,1,1,0,12.1652558593
